Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S154357181,Paloma bravía,Columba livia,1874,15,ES-MD,,L4373704,Madrid--Parque Forestal Valdebebas,40.4908589,-3.6325693,2023-11-12,09:05 AM,eBird - Traveling Count,291,1,6.31,,25,,,"Curso SEO/BirdLife - Iniciación a la ornitología.    &#x1f324;  Algo de nubes  Temperatura: 13 - 19°C  Viento: Viento flojo  - moderado   Viento procedente del: SO  Nubosidad: 20%  Humedad: 65 - 92%  Presión: 1021 - 1022 hPa  Salida del sol: 7:56am  Puesta del sol: 6:00pm  Datos generados por <a href=""https://raincrow.netlify.app/"">RainCrow</a>"
S155665752,Paloma bravía,Columba livia,1874,20,ES-NC,,L3906530,"Pamplona--Parque Fluvial del Arga, La Runa",42.8239718,-1.644119,2023-12-03,11:48 AM,eBird - Traveling Count,56,1,1.17,,2
S156993085,Paloma bravía,Columba livia,1874,10,ES-NC,,L4374881,"Pamplona--Parque fluvial del Arga, Alemanes",42.8294326,-1.6381913,2023-12-24,11:53 AM,eBird - Traveling Count,94,1,2.04,,2
S157578734,Paloma bravía,Columba livia,1874,16,ES-MD,,L12357845,"Parque Arroyo de los Pinos, Madrid",40.4730417,-3.7248668,2023-12-31,11:43 AM,eBird - Traveling Count,20,1,.53,,2
S175534841,Paloma bravía,Columba livia,1874,4,ES-MD,,L12357845,"Parque Arroyo de los Pinos, Madrid",40.4730417,-3.7248668,2024-05-19,11:30 AM,eBird - Traveling Count,26,1,1.42,,2
S170558475,Paloma bravía (doméstica),Columba livia (Feral Pigeon),1889,22,ES-NC,,L3906530,"Pamplona--Parque Fluvial del Arga, La Runa",42.8239718,-1.644119,2024-04-27,05:09 PM,eBird - Traveling Count,83,1,3.17,,2
S169420364,Paloma torcaz,Columba palumbus,1906,6,ES-MD,,L4399865,Bosque de la Herrería,40.571034,-4.1533256,2024-04-20,09:04 AM,eBird - Traveling Count,279,1,4.53,,2
S154231485,Paloma torcaz,Columba palumbus,1906,400,ES-MD,,L11666875,Corredor Ambiental Somontes - El Pardo,40.4991876,-3.7626662,2023-11-11,09:08 AM,eBird - Traveling Count,279,1,5.54,,25,,,"Curso SEO/BirdLife - Iniciación a la ornitología.    ☁️  Nubes - muy nuboso  Temperatura: 14 - 17°C  Viento: Tirando a fuerte  - moderado   Viento procedente del: SO  Nubosidad: 75 - 100%  Humedad: 84 - 92%  Presión: 1017 hPa  Salida del sol: 7:56am  Puesta del sol: 6:01pm  Datos generados por <a href=""https://raincrow.netlify.app/"">RainCrow</a>"
S160494004,Paloma torcaz,Columba palumbus,1906,70,ES-MD,,L11666875,Corredor Ambiental Somontes - El Pardo,40.4991876,-3.7626662,2024-02-03,02:23 PM,eBird - Traveling Count,81,1,1.59,,2
S160511495,Paloma torcaz,Columba palumbus,1906,80,ES-MD,,L11666875,Corredor Ambiental Somontes - El Pardo,40.4991876,-3.7626662,2024-02-03,03:46 PM,eBird - Traveling Count,55,1,1.64,,2
S184514643,Paloma torcaz,Columba palumbus,1906,16,ES-MD,,L4760574,Madrid--Dehesa de la Villa,40.4580502,-3.7218547,2024-06-30,12:00 PM,eBird - Traveling Count,77,1,2.26,,1
S154357181,Paloma torcaz,Columba palumbus,1906,20,ES-MD,,L4373704,Madrid--Parque Forestal Valdebebas,40.4908589,-3.6325693,2023-11-12,09:05 AM,eBird - Traveling Count,291,1,6.31,,25,,,"Curso SEO/BirdLife - Iniciación a la ornitología.    &#x1f324;  Algo de nubes  Temperatura: 13 - 19°C  Viento: Viento flojo  - moderado   Viento procedente del: SO  Nubosidad: 20%  Humedad: 65 - 92%  Presión: 1021 - 1022 hPa  Salida del sol: 7:56am  Puesta del sol: 6:00pm  Datos generados por <a href=""https://raincrow.netlify.app/"">RainCrow</a>"
S185571398,Paloma torcaz,Columba palumbus,1906,5,ES-MD,,L11663563,Monte el Pardo,40.496882,-3.7597806,2024-07-06,08:11 AM,eBird - Traveling Count,97,1,2.55,,2
S157065515,Paloma torcaz,Columba palumbus,1906,4,ES-NC,,L4005318,"Pamplona--Parque Fluvial del Arga, pasarelas",42.818332,-1.6361931,2023-12-25,12:38 PM,eBird - Traveling Count,43,1,1.19,,2
S157578734,Paloma torcaz,Columba palumbus,1906,2,ES-MD,,L12357845,"Parque Arroyo de los Pinos, Madrid",40.4730417,-3.7248668,2023-12-31,11:43 AM,eBird - Traveling Count,20,1,.53,,2
S175534841,Paloma torcaz,Columba palumbus,1906,8,ES-MD,,L12357845,"Parque Arroyo de los Pinos, Madrid",40.4730417,-3.7248668,2024-05-19,11:30 AM,eBird - Traveling Count,26,1,1.42,,2
S161961671,Paloma torcaz,Columba palumbus,1906,3,ES-MD,,L8894713,San Blas-Canillejas--Lagunas de Ambroz,40.4150302,-3.6031695,2024-02-18,10:07 AM,eBird - Traveling Count,139,1,2.12,,2
S154201839,Paloma turqué,Columba bollii,1914,1,ES-CN,La Gomera,L3571091,Garajonay PN--Laguna Grande,28.1269486,-17.2574186,2023-10-13,05:11 PM,eBird - Traveling Count,70,1,.39,,2
S154201839,Paloma rabiche,Columba junoniae,1916,4,ES-CN,La Gomera,L3571091,Garajonay PN--Laguna Grande,28.1269486,-17.2574186,2023-10-13,05:11 PM,eBird - Traveling Count,70,1,.39,,2,,Near the water fountain in the observation area
S154357181,Tórtola turca,Streptopelia decaocto,2051,2,ES-MD,,L4373704,Madrid--Parque Forestal Valdebebas,40.4908589,-3.6325693,2023-11-12,09:05 AM,eBird - Traveling Count,291,1,6.31,,25,,,"Curso SEO/BirdLife - Iniciación a la ornitología.    &#x1f324;  Algo de nubes  Temperatura: 13 - 19°C  Viento: Viento flojo  - moderado   Viento procedente del: SO  Nubosidad: 20%  Humedad: 65 - 92%  Presión: 1021 - 1022 hPa  Salida del sol: 7:56am  Puesta del sol: 6:00pm  Datos generados por <a href=""https://raincrow.netlify.app/"">RainCrow</a>"
S156993085,Tórtola turca,Streptopelia decaocto,2051,3,ES-NC,,L4374881,"Pamplona--Parque fluvial del Arga, Alemanes",42.8294326,-1.6381913,2023-12-24,11:53 AM,eBird - Traveling Count,94,1,2.04,,2
S175534841,Tórtola turca,Streptopelia decaocto,2051,1,ES-MD,,L12357845,"Parque Arroyo de los Pinos, Madrid",40.4730417,-3.7248668,2024-05-19,11:30 AM,eBird - Traveling Count,26,1,1.42,,2
S161961671,Tórtola turca,Streptopelia decaocto,2051,1,ES-MD,,L8894713,San Blas-Canillejas--Lagunas de Ambroz,40.4150302,-3.6031695,2024-02-18,10:07 AM,eBird - Traveling Count,139,1,2.12,,2
S164013232,Tórtola moteada,Spilopelia chinensis,2084,1,NZ-WKO,Thames-Coromandel District,L8174251,Thames--Shortland Wharf,-37.1461178,175.5437153,2024-03-08,08:13 AM,eBird - Stationary Count,12,1,,,2
S168328280,Paloma maorí,Hemiphaga novaeseelandiae,2844,3,NZ-AUK,Rodney District,L521245,Tiritiri Matangi--Kawerau Track,-36.6008,174.8871,2024-04-13,10:13 AM,eBird - Traveling Count,65,1,1.85,,2
S167322430,Paloma maorí,Hemiphaga novaeseelandiae,2844,3,NZ-TKI,Stratford District,L9673298,North Egmont to Tahurangi Lodge,-39.2830617,174.0877546,2024-04-06,11:50 AM,eBird - Traveling Count,123,1,4.07,,2
S164279570,Paloma maorí,Hemiphaga novaeseelandiae,2844,2,NZ-WKO,Waipa District,L521276,Maungatautari--Southern Enclosure & Tautari Wetland,-38.0542078,175.5618453,2024-03-10,11:36 AM,eBird - Traveling Count,104,1,3.24,,2
S167322435,Paloma maorí,Hemiphaga novaeseelandiae,2844,2,NZ-WGN,Wellington City,L6566427,Zealandia--Lower Dam,-41.2926083,174.7515714,2024-04-05,09:20 AM,eBird - Traveling Count,66,1,1.46,,2
S167322434,Paloma maorí,Hemiphaga novaeseelandiae,2844,1,NZ-WGN,Wellington City,L1023358,Zealandia--Upper Dam,-41.2977995,174.7455311,2024-04-05,10:27 AM,eBird - Traveling Count,64,1,1.07,,2
S165435482,Paloma maorí,Hemiphaga novaeseelandiae,2844,1,NZ-WTC,Westland District,L727626,Fox Glacier--Lake Matheson,-43.4402067,169.965663,2024-03-19,01:45 PM,eBird - Traveling Count,14,1,.55,,2,,,Moraine walk
S169420364,Vencejo común,Apus apus,4070,1,ES-MD,,L4399865,Bosque de la Herrería,40.571034,-4.1533256,2024-04-20,09:04 AM,eBird - Traveling Count,279,1,4.53,,2
S184514643,Vencejo común,Apus apus,4070,12,ES-MD,,L4760574,Madrid--Dehesa de la Villa,40.4580502,-3.7218547,2024-06-30,12:00 PM,eBird - Traveling Count,77,1,2.26,,1
S185571398,Vencejo común,Apus apus,4070,10,ES-MD,,L11663563,Monte el Pardo,40.496882,-3.7597806,2024-07-06,08:11 AM,eBird - Traveling Count,97,1,2.55,,2
S154231485,Rascón europeo,Rallus aquaticus,5280,1,ES-MD,,L11666875,Corredor Ambiental Somontes - El Pardo,40.4991876,-3.7626662,2023-11-11,09:08 AM,eBird - Traveling Count,279,1,5.54,,25,,,"Curso SEO/BirdLife - Iniciación a la ornitología.    ☁️  Nubes - muy nuboso  Temperatura: 14 - 17°C  Viento: Tirando a fuerte  - moderado   Viento procedente del: SO  Nubosidad: 75 - 100%  Humedad: 84 - 92%  Presión: 1017 hPa  Salida del sol: 7:56am  Puesta del sol: 6:01pm  Datos generados por <a href=""https://raincrow.netlify.app/"">RainCrow</a>"
S165062611,Rascón weka,Gallirallus australis,5333,1,NZ-WTC,Buller District,L12798134,Fox River Beach,-42.0304657,171.3841682,2024-03-17,09:27 AM,eBird - Traveling Count,18,1,.18,,2
S164859261,Rascón weka,Gallirallus australis,5333,1,NZ-TAS,Tasman District,L8576168,Abel Tasman Coast Track- -Marahau to Anchorage,-40.97724,173.0400692,2024-03-15,12:30 PM,eBird - Traveling Count,65,1,3.49,,2
S164864354,Rascón weka,Gallirallus australis,5333,2,NZ-TAS,Tasman District,L8576168,Abel Tasman Coast Track- -Marahau to Anchorage,-40.97724,173.0400692,2024-03-15,01:36 PM,eBird - Traveling Count,63,1,3.34,,2
